-0.5,0
0.5,0
0.5,1
0.5,0.75
3,0.75
3,1
0.5,2
0.5,1.75
3,1.75
3,2
0.5,3
0.5,2.75
3,2.75
3,3
0.5,4
0.5,3.75
3,3.75
3,4
-0.5,1
-0.5,0.75
-3,0.75
-3,1
-0.5,2
-0.5,1.75
-3,1.75
-3,2
-0.5,3
-0.5,2.75
-3,2.75
-3,3
-0.5,4
-0.5,3.75
-3,3.75
-3,4
-0.3,0
-0.1,0
0.1,0
0.3,0
0.5,0.98759
0.5,0.96511
0.5,0.87687
0.5,0.78602
0.5,0.76292
0.51225,0.75
0.53418,0.75
0.60253,0.75
0.69132,0.75
0.78012,0.75
0.86891,0.75
0.95771,0.75
1.0465,0.75
1.1353,0.75
1.2241,0.75
1.3129,0.75
1.4017,0.75
1.4905,0.75
1.5793,0.75
1.6681,0.75
1.7569,0.75
1.8457,0.75
1.9345,0.75
2.0233,0.75
2.112,0.75
2.2008,0.75
2.2896,0.75
2.3784,0.75
2.4672,0.75
2.556,0.75
2.6448,0.75
2.7336,0.75
2.8224,0.75
2.9112,0.75
3,0.87499
2.9113,1
2.8226,1
2.7338,1
2.6451,1
2.5564,1
2.4677,1
2.379,1
2.2902,1
2.2015,1
2.1128,1
2.0241,1
1.9354,1
1.8466,1
1.7579,1
1.6692,1
1.5805,1
1.4918,1
1.403,1
1.3143,1
1.2256,1
1.1369,1
1.0482,1
0.95944,1
0.87072,1
0.782,1
0.69328,1
0.60456,1
0.53524,1
0.51273,1
0.5,1.9876
0.5,1.9651
0.5,1.8769
0.5,1.786
0.5,1.7629
0.51225,1.75
0.53418,1.75
0.60253,1.75
0.69132,1.75
0.78012,1.75
0.86891,1.75
0.95771,1.75
1.0465,1.75
1.1353,1.75
1.2241,1.75
1.3129,1.75
1.4017,1.75
1.4905,1.75
1.5793,1.75
1.6681,1.75
1.7569,1.75
1.8457,1.75
1.9345,1.75
2.0233,1.75
2.112,1.75
2.2008,1.75
2.2896,1.75
2.3784,1.75
2.4672,1.75
2.556,1.75
2.6448,1.75
2.7336,1.75
2.8224,1.75
2.9112,1.75
3,1.875
2.9113,2
2.8226,2
2.7338,2
2.6451,2
2.5564,2
2.4677,2
2.379,2
2.2902,2
2.2015,2
2.1128,2
2.0241,2
1.9354,2
1.8466,2
1.7579,2
1.6692,2
1.5805,2
1.4918,2
1.403,2
1.3143,2
1.2256,2
1.1369,2
1.0482,2
0.95944,2
0.87072,2
0.782,2
0.69328,2
0.60456,2
0.53524,2
0.51273,2
0.5,2.9876
0.5,2.9651
0.5,2.8769
0.5,2.786
0.5,2.7629
0.51225,2.75
0.53418,2.75
0.60253,2.75
0.69132,2.75
0.78012,2.75
0.86891,2.75
0.95771,2.75
1.0465,2.75
1.1353,2.75
1.2241,2.75
1.3129,2.75
1.4017,2.75
1.4905,2.75
1.5793,2.75
1.6681,2.75
1.7569,2.75
1.8457,2.75
1.9345,2.75
2.0233,2.75
2.112,2.75
2.2008,2.75
2.2896,2.75
2.3784,2.75
2.4672,2.75
2.556,2.75
2.6448,2.75
2.7336,2.75
2.8224,2.75
2.9112,2.75
3,2.875
2.9113,3
2.8226,3
2.7338,3
2.6451,3
2.5564,3
2.4677,3
2.379,3
2.2902,3
2.2015,3
2.1128,3
2.0241,3
1.9354,3
1.8466,3
1.7579,3
1.6692,3
1.5805,3
1.4918,3
1.403,3
1.3143,3
1.2256,3
1.1369,3
1.0482,3
0.95944,3
0.87072,3
0.782,3
0.69328,3
0.60456,3
0.53524,3
0.51273,3
0.5,3.8865
0.5,3.7876
0.5,3.7633
0.51225,3.75
0.53418,3.75
0.60253,3.75
0.69132,3.75
0.78012,3.75
0.86891,3.75
0.95771,3.75
1.0465,3.75
1.1353,3.75
1.2241,3.75
1.3129,3.75
1.4017,3.75
1.4905,3.75
1.5793,3.75
1.6681,3.75
1.7569,3.75
1.8457,3.75
1.9345,3.75
2.0233,3.75
2.112,3.75
2.2008,3.75
2.2896,3.75
2.3784,3.75
2.4672,3.75
2.556,3.75
2.6448,3.75
2.7336,3.75
2.8224,3.75
2.9112,3.75
3,3.875
2.9107,4
2.8214,4
2.7321,4
2.6429,4
2.5536,4
2.4643,4
2.375,4
2.2857,4
2.1964,4
2.1071,4
2.0179,4
1.9286,4
1.8393,4
1.75,4
1.6607,4
1.5714,4
1.4821,4
1.3929,4
1.3036,4
1.2143,4
1.125,4
1.0357,4
0.94643,4
0.85714,4
0.76786,4
0.67857,4
0.58929,4
0.5,0.20576
0.5,0.41152
0.5,0.60857
0.5,0.71179
0.5,0.73653
0.5,1.0118
0.5,1.0323
0.5,1.1066
0.5,1.2766
0.5,1.4682
0.5,1.6398
0.5,1.7167
0.5,1.7377
0.5,2.0118
0.5,2.0323
0.5,2.1066
0.5,2.2766
0.5,2.4682
0.5,2.6398
0.5,2.7167
0.5,2.7377
0.5,3.0118
0.5,3.0323
0.5,3.1066
0.5,3.2766
0.5,3.4682
0.5,3.6398
0.5,3.7167
0.5,3.7377
-0.5,0.98759
-0.5,0.96511
-0.5,0.87687
-0.5,0.78602
-0.5,0.76292
-0.51225,0.75
-0.53418,0.75
-0.60253,0.75
-0.69132,0.75
-0.78012,0.75
-0.86891,0.75
-0.95771,0.75
-1.0465,0.75
-1.1353,0.75
-1.2241,0.75
-1.3129,0.75
-1.4017,0.75
-1.4905,0.75
-1.5793,0.75
-1.6681,0.75
-1.7569,0.75
-1.8457,0.75
-1.9345,0.75
-2.0233,0.75
-2.112,0.75
-2.2008,0.75
-2.2896,0.75
-2.3784,0.75
-2.4672,0.75
-2.556,0.75
-2.6448,0.75
-2.7336,0.75
-2.8224,0.75
-2.9112,0.75
-3,0.87499
-2.9113,1
-2.8226,1
-2.7338,1
-2.6451,1
-2.5564,1
-2.4677,1
-2.379,1
-2.2902,1
-2.2015,1
-2.1128,1
-2.0241,1
-1.9354,1
-1.8466,1
-1.7579,1
-1.6692,1
-1.5805,1
-1.4918,1
-1.403,1
-1.3143,1
-1.2256,1
-1.1369,1
-1.0482,1
-0.95944,1
-0.87072,1
-0.782,1
-0.69328,1
-0.60456,1
-0.53524,1
-0.51273,1
-0.5,1.9876
-0.5,1.9651
-0.5,1.8769
-0.5,1.786
-0.5,1.7629
-0.51225,1.75
-0.53418,1.75
-0.60253,1.75
-0.69132,1.75
-0.78012,1.75
-0.86891,1.75
-0.95771,1.75
-1.0465,1.75
-1.1353,1.75
-1.2241,1.75
-1.3129,1.75
-1.4017,1.75
-1.4905,1.75
-1.5793,1.75
-1.6681,1.75
-1.7569,1.75
-1.8457,1.75
-1.9345,1.75
-2.0233,1.75
-2.112,1.75
-2.2008,1.75
-2.2896,1.75
-2.3784,1.75
-2.4672,1.75
-2.556,1.75
-2.6448,1.75
-2.7336,1.75
-2.8224,1.75
-2.9112,1.75
-3,1.875
-2.9113,2
-2.8226,2
-2.7338,2
-2.6451,2
-2.5564,2
-2.4677,2
-2.379,2
-2.2902,2
-2.2015,2
-2.1128,2
-2.0241,2
-1.9354,2
-1.8466,2
-1.7579,2
-1.6692,2
-1.5805,2
-1.4918,2
-1.403,2
-1.3143,2
-1.2256,2
-1.1369,2
-1.0482,2
-0.95944,2
-0.87072,2
-0.782,2
-0.69328,2
-0.60456,2
-0.53524,2
-0.51273,2
-0.5,2.9876
-0.5,2.9651
-0.5,2.8769
-0.5,2.786
-0.5,2.7629
-0.51225,2.75
-0.53418,2.75
-0.60253,2.75
-0.69132,2.75
-0.78012,2.75
-0.86891,2.75
-0.95771,2.75
-1.0465,2.75
-1.1353,2.75
-1.2241,2.75
-1.3129,2.75
-1.4017,2.75
-1.4905,2.75
-1.5793,2.75
-1.6681,2.75
-1.7569,2.75
-1.8457,2.75
-1.9345,2.75
-2.0233,2.75
-2.112,2.75
-2.2008,2.75
-2.2896,2.75
-2.3784,2.75
-2.4672,2.75
-2.556,2.75
-2.6448,2.75
-2.7336,2.75
-2.8224,2.75
-2.9112,2.75
-3,2.875
-2.9113,3
-2.8226,3
-2.7338,3
-2.6451,3
-2.5564,3
-2.4677,3
-2.379,3
-2.2902,3
-2.2015,3
-2.1128,3
-2.0241,3
-1.9354,3
-1.8466,3
-1.7579,3
-1.6692,3
-1.5805,3
-1.4918,3
-1.403,3
-1.3143,3
-1.2256,3
-1.1369,3
-1.0482,3
-0.95944,3
-0.87072,3
-0.782,3
-0.69328,3
-0.60456,3
-0.53524,3
-0.51273,3
-0.5,3.8865
-0.5,3.7876
-0.5,3.7633
-0.51225,3.75
-0.53418,3.75
-0.60253,3.75
-0.69132,3.75
-0.78012,3.75
-0.86891,3.75
-0.95771,3.75
-1.0465,3.75
-1.1353,3.75
-1.2241,3.75
-1.3129,3.75
-1.4017,3.75
-1.4905,3.75
-1.5793,3.75
-1.6681,3.75
-1.7569,3.75
-1.8457,3.75
-1.9345,3.75
-2.0233,3.75
-2.112,3.75
-2.2008,3.75
-2.2896,3.75
-2.3784,3.75
-2.4672,3.75
-2.556,3.75
-2.6448,3.75
-2.7336,3.75
-2.8224,3.75
-2.9112,3.75
-3,3.875
-2.9107,4
-2.8214,4
-2.7321,4
-2.6429,4
-2.5536,4
-2.4643,4
-2.375,4
-2.2857,4
-2.1964,4
-2.1071,4
-2.0179,4
-1.9286,4
-1.8393,4
-1.75,4
-1.6607,4
-1.5714,4
-1.4821,4
-1.3929,4
-1.3036,4
-1.2143,4
-1.125,4
-1.0357,4
-0.94643,4
-0.85714,4
-0.76786,4
-0.67857,4
-0.58929,4
-0.5,0.20576
-0.5,0.41152
-0.5,0.60857
-0.5,0.71179
-0.5,0.73653
-0.5,1.0118
-0.5,1.0323
-0.5,1.1066
-0.5,1.2766
-0.5,1.4682
-0.5,1.6398
-0.5,1.7167
-0.5,1.7377
-0.5,2.0118
-0.5,2.0323
-0.5,2.1066
-0.5,2.2766
-0.5,2.4682
-0.5,2.6398
-0.5,2.7167
-0.5,2.7377
-0.5,3.0118
-0.5,3.0323
-0.5,3.1066
-0.5,3.2766
-0.5,3.4682
-0.5,3.6398
-0.5,3.7167
-0.5,3.7377
0.38714,4
0.203,4
2e-05,4
-0.20296,4
-0.38708,4
0.48774,3.75
0.46578,3.75
0.38114,3.75
0.20005,3.75
0.002619,3.75
-0.19481,3.75
-0.37734,3.75
-0.46466,3.75
-0.48725,3.75
0.48774,3
0.46578,3
0.38114,3
0.20005,3
0.002619,3
-0.19481,3
-0.37734,3
-0.46466,3
-0.48725,3
0.48774,2.75
0.46578,2.75
0.38114,2.75
0.20005,2.75
0.002619,2.75
-0.19481,2.75
-0.37734,2.75
-0.46466,2.75
-0.48725,2.75
0.48774,2
0.46578,2
0.38114,2
0.20005,2
0.002619,2
-0.19481,2
-0.37734,2
-0.46466,2
-0.48725,2
0.48774,1.75
0.46578,1.75
0.38114,1.75
0.20005,1.75
0.002619,1.75
-0.19481,1.75
-0.37734,1.75
-0.46466,1.75
-0.48725,1.75
0.48774,1
0.46578,1
0.38114,1
0.20005,1
0.002619,1
-0.19481,1
-0.37734,1
-0.46466,1
-0.48725,1
0.48774,0.75
0.46578,0.75
0.38114,0.75
0.20005,0.75
0.002619,0.75
-0.19481,0.75
-0.37734,0.75
-0.46466,0.75
-0.48725,0.75
0.51496,0.9839
0.51601,0.76497
0.53851,0.77948
0.56788,0.76787
0.53128,0.96174
0.52088,0.92928
0.59015,0.8176
0.59643,0.91967
0.56211,0.9712
0.52992,0.81294
2.8724,0.92369
2.787,0.91897
2.6094,0.91847
2.5207,0.91847
2.3432,0.91847
2.6982,0.91849
2.432,0.91847
2.077,0.91847
1.8108,0.91847
1.1897,0.91847
1.3671,0.91847
1.4559,0.91847
1.1009,0.91847
0.83437,0.91845
0.73911,0.91817
1.0122,0.91847
2.2545,0.91847
2.1658,0.91847
1.9883,0.91847
1.7221,0.91847
1.6333,0.91847
1.5446,0.91847
0.92346,0.91847
1.8996,0.91847
1.2784,0.91847
0.9049,0.83152
0.81517,0.83145
0.99371,0.83152
0.71541,0.83052
2.5918,0.83152
1.8815,0.83152
2.8627,0.8362
1.0825,0.83152
1.4376,0.83152
1.6152,0.83152
2.6805,0.83152
1.26,0.83152
1.3488,0.83152
1.1713,0.83152
1.5264,0.83152
2.503,0.83152
1.704,0.83152
1.7927,0.83152
2.3254,0.83152
1.9703,0.83152
2.0591,0.83152
2.1479,0.83152
2.2366,0.83152
2.7696,0.83177
2.4142,0.83152
0.51496,1.9839
0.51601,1.765
0.53851,1.7795
0.56789,1.7679
0.53128,1.9617
0.52088,1.9293
0.59016,1.8176
0.59643,1.9197
0.56211,1.9712
0.52992,1.8129
2.8724,1.924
2.787,1.9193
2.6094,1.9188
2.5207,1.9188
2.3432,1.9188
2.6982,1.9188
2.432,1.9188
2.077,1.9188
1.8108,1.9188
1.3671,1.9188
1.1897,1.9188
1.4559,1.9188
1.1009,1.9188
0.73911,1.9185
0.83437,1.9187
1.0122,1.9188
2.2545,1.9188
2.1658,1.9188
1.9883,1.9188
1.7221,1.9188
1.6333,1.9188
1.5446,1.9188
0.92346,1.9188
1.8996,1.9188
1.2784,1.9188
0.9049,1.8314
0.81517,1.8315
0.99371,1.8316
0.71541,1.8306
2.5918,1.8316
1.8815,1.8316
2.8627,1.8363
1.0825,1.8316
1.4376,1.8316
1.6152,1.8316
2.503,1.8316
2.6805,1.8316
1.26,1.8316
1.3488,1.8316
1.1713,1.8316
1.5264,1.8316
2.4142,1.8316
1.704,1.8316
1.7927,1.8316
1.9703,1.8316
2.0591,1.8316
2.1479,1.8316
2.2366,1.8316
2.7696,1.8319
2.3254,1.8316
0.51496,2.9839
0.51601,2.765
0.53851,2.7795
0.56788,2.7679
0.53128,2.9617
0.52088,2.9293
0.59015,2.8176
0.59643,2.9197
0.56211,2.9712
0.52992,2.8129
2.8724,2.9237
2.787,2.919
2.6094,2.9185
2.5207,2.9185
2.3432,2.9185
2.6982,2.9185
2.432,2.9185
2.077,2.9185
1.8108,2.9185
1.1897,2.9185
1.3671,2.9185
1.4559,2.9185
1.1009,2.9185
0.83437,2.9184
0.73911,2.9182
