1	1	0.068586
1	572	0.034293
2	2	0.068586
2	291	0.034293
3	3	0.0081787
3	102	0.0021215
3	296	0.0019678
4	4	0.0085723
4	44	0.0020415
4	295	0.0022447
5	5	0.071262
5	72	0.014799
5	73	0.020832
6	6	0.071243
6	73	0.020835
6	74	0.014787
7	7	0.0081787
7	166	0.0021215
7	304	0.0019678
8	8	0.008167
8	108	0.0020415
8	303	0.002042
9	9	0.071262
9	136	0.014799
9	137	0.020832
10	10	0.071243
10	137	0.020835
10	138	0.014787
11	11	0.0081787
11	230	0.0021215
11	312	0.0019678
12	12	0.008167
12	172	0.0020415
12	311	0.002042
13	13	0.071262
13	200	0.014799
13	201	0.020832
14	14	0.071243
14	201	0.020835
14	202	0.014787
15	15	0.067383
15	290	0.014881
15	601	0.01881
16	16	0.008167
16	234	0.0020415
16	319	0.002042
17	17	0.071262
17	262	0.014799
17	263	0.020832
18	18	0.071432
18	263	0.020835
18	264	0.014881
19	19	0.0081787
19	383	0.0021215
19	577	0.0019678
20	20	0.0085723
20	325	0.0020415
20	576	0.0022447
21	21	0.071262
21	353	0.014799
21	354	0.020832
22	22	0.071243
22	354	0.020835
22	355	0.014787
23	23	0.0081787
23	447	0.0021215
23	585	0.0019678
24	24	0.008167
24	389	0.0020415
24	584	0.002042
25	25	0.071262
25	417	0.014799
25	418	0.020832
26	26	0.071243
26	418	0.020835
26	419	0.014787
27	27	0.0081787
27	511	0.0021215
27	593	0.0019678
28	28	0.008167
28	453	0.0020415
28	592	0.002042
29	29	0.071262
29	481	0.014799
29	482	0.020832
30	30	0.071243
30	482	0.020835
30	483	0.014787
31	31	0.067402
31	571	0.014881
31	605	0.01882
32	32	0.008167
32	515	0.0020415
32	600	0.002042
33	33	0.071262
33	543	0.014799
33	544	0.020832
34	34	0.071432
34	544	0.020835
34	545	0.014881
44	4	0.0020415
44	44	0.011393
44	45	0.003655
45	44	0.003655
45	45	0.030092
45	46	0.011391
46	45	0.011391
46	46	0.052381
46	47	0.014799
47	46	0.014799
47	47	0.059197
47	48	0.014799
48	47	0.014799
48	48	0.059197
48	49	0.014799
49	48	0.014799
49	49	0.059197
49	50	0.014799
50	49	0.014799
50	50	0.059196
50	51	0.014799
51	50	0.014799
51	51	0.059197
51	52	0.014799
52	51	0.014799
52	52	0.059197
52	53	0.014799
53	52	0.014799
53	53	0.059197
53	54	0.014799
54	53	0.014799
54	54	0.059197
54	55	0.014799
55	54	0.014799
55	55	0.059197
55	56	0.014799
56	55	0.014799
56	56	0.059197
56	57	0.014799
57	56	0.014799
57	57	0.059197
57	58	0.014799
58	57	0.014799
58	58	0.059197
58	59	0.014799
59	58	0.014799
59	59	0.059197
59	60	0.014799
60	59	0.014799
60	60	0.059197
60	61	0.014799
61	60	0.014799
61	61	0.059197
61	62	0.014799
62	61	0.014799
62	62	0.059197
62	63	0.014799
63	62	0.014799
63	63	0.059197
63	64	0.014799
64	63	0.014799
64	64	0.059197
64	65	0.014799
65	64	0.014799
65	65	0.059197
65	66	0.014799
66	65	0.014799
66	66	0.059197
66	67	0.014799
67	66	0.014799
67	67	0.059197
67	68	0.014799
68	67	0.014799
68	68	0.059197
68	69	0.014799
69	68	0.014799
69	69	0.059197
69	70	0.014799
70	69	0.014799
70	70	0.059197
70	71	0.014799
71	70	0.014799
71	71	0.059197
71	72	0.014799
72	5	0.014799
72	71	0.014799
72	72	0.059197
73	5	0.020832
73	6	0.020835
73	73	0.083333
74	6	0.014787
74	74	0.059147
74	75	0.014787
75	74	0.014787
75	75	0.059146
75	76	0.014787
76	75	0.014787
76	76	0.059146
76	77	0.014787
77	76	0.014787
77	77	0.059146
77	78	0.014787
78	77	0.014787
78	78	0.059146
78	79	0.014787
79	78	0.014787
79	79	0.059147
79	80	0.014787
80	79	0.014787
80	80	0.059147
80	81	0.014787
81	80	0.014787
81	81	0.059147
81	82	0.014787
82	81	0.014787
82	82	0.059147
82	83	0.014787
83	82	0.014787
83	83	0.059147
83	84	0.014787
84	83	0.014787
84	84	0.059147
84	85	0.014787
85	84	0.014787
85	85	0.059147
85	86	0.014787
86	85	0.014787
86	86	0.059147
86	87	0.014787
87	86	0.014787
87	87	0.059147
87	88	0.014787
88	87	0.014787
88	88	0.059147
88	89	0.014787
89	88	0.014787
89	89	0.059147
89	90	0.014787
90	89	0.014787
90	90	0.059147
90	91	0.014787
91	90	0.014787
91	91	0.059147
91	92	0.014787
92	91	0.014787
92	92	0.059147
92	93	0.014787
93	92	0.014787
93	93	0.059147
93	94	0.014787
94	93	0.014787
94	94	0.059147
94	95	0.014787
95	94	0.014787
95	95	0.059147
95	96	0.014787
96	95	0.014787
96	96	0.059147
96	97	0.014787
97	96	0.014787
97	97	0.059147
97	98	0.014787
98	97	0.014787
98	98	0.059147
98	99	0.014787
99	98	0.014787
99	99	0.059147
99	100	0.014787
100	99	0.014787
100	100	0.05268
100	101	0.011553
101	100	0.011553
101	101	0.030611
101	102	0.0037518
102	3	0.0021215
102	101	0.0037518
102	102	0.011747
108	8	0.0020415
108	108	0.011393
108	109	0.003655
109	108	0.003655
109	109	0.030092
109	110	0.011391
110	109	0.011391
110	110	0.052381
110	111	0.014799
111	110	0.014799
111	111	0.059197
111	112	0.014799
112	111	0.014799
112	112	0.059197
112	113	0.014799
113	112	0.014799
113	113	0.059197
113	114	0.014799
114	113	0.014799
114	114	0.059196
114	115	0.014799
115	114	0.014799
115	115	0.059197
115	116	0.014799
116	115	0.014799
116	116	0.059197
116	117	0.014799
117	116	0.014799
117	117	0.059197
117	118	0.014799
118	117	0.014799
118	118	0.059197
118	119	0.014799
119	118	0.014799
119	119	0.059197
119	120	0.014799
120	119	0.014799
120	120	0.059197
120	121	0.014799
121	120	0.014799
121	121	0.059197
121	122	0.014799
122	121	0.014799
122	122	0.059197
122	123	0.014799
123	122	0.014799
123	123	0.059197
123	124	0.014799
124	123	0.014799
124	124	0.059197
124	125	0.014799
125	124	0.014799
125	125	0.059197
125	126	0.014799
126	125	0.014799
126	126	0.059197
126	127	0.014799
127	126	0.014799
127	127	0.059197
127	128	0.014799
128	127	0.014799
128	128	0.059197
128	129	0.014799
129	128	0.014799
129	129	0.059197
129	130	0.014799
130	129	0.014799
130	130	0.059197
130	131	0.014799
131	130	0.014799
131	131	0.059197
131	132	0.014799
132	131	0.014799
132	132	0.059197
132	133	0.014799
133	132	0.014799
133	133	0.059197
133	134	0.014799
134	133	0.014799
134	134	0.059197
134	135	0.014799
135	134	0.014799
135	135	0.059197
135	136	0.014799
136	9	0.014799
136	135	0.014799
136	136	0.059197
137	9	0.020832
137	10	0.020835
137	137	0.083333
138	10	0.014787
138	138	0.059147
138	139	0.014787
139	138	0.014787
139	139	0.059146
139	140	0.014787
140	139	0.014787
140	140	0.059146
140	141	0.014787
141	140	0.014787
141	141	0.059146
141	142	0.014787
142	141	0.014787
142	142	0.059146
142	143	0.014787
143	142	0.014787
143	143	0.059147
143	144	0.014787
144	143	0.014787
144	144	0.059147
144	145	0.014787
145	144	0.014787
145	145	0.059147
145	146	0.014787
146	145	0.014787
146	146	0.059147
146	147	0.014787
147	146	0.014787
147	147	0.059147
147	148	0.014787
148	147	0.014787
148	148	0.059147
148	149	0.014787
149	148	0.014787
149	149	0.059147
149	150	0.014787
150	149	0.014787
150	150	0.059147
150	151	0.014787
151	150	0.014787
151	151	0.059147
151	152	0.014787
152	151	0.014787
152	152	0.059147
152	153	0.014787
153	152	0.014787
153	153	0.059147
153	154	0.014787
154	153	0.014787
154	154	0.059147
154	155	0.014787
155	154	0.014787
155	155	0.059147
155	156	0.014787
156	155	0.014787
156	156	0.059147
156	157	0.014787
157	156	0.014787
157	157	0.059147
157	158	0.014787
158	157	0.014787
158	158	0.059147
158	159	0.014787
159	158	0.014787
159	159	0.059147
159	160	0.014787
160	159	0.014787
160	160	0.059147
160	161	0.014787
161	160	0.014787
161	161	0.059147
161	162	0.014787
162	161	0.014787
162	162	0.059147
162	163	0.014787
163	162	0.014787
163	163	0.059147
163	164	0.014787
164	163	0.014787
164	164	0.05268
164	165	0.011553
165	164	0.011553
165	165	0.030611
165	166	0.0037518
166	7	0.0021215
166	165	0.0037518
166	166	0.011747
172	12	0.0020415
172	172	0.011393
172	173	0.003655
173	172	0.003655
173	173	0.030092
173	174	0.011391
174	173	0.011391
174	174	0.052381
174	175	0.014799
175	174	0.014799
175	175	0.059197
175	176	0.014799
176	175	0.014799
176	176	0.059197
176	177	0.014799
177	176	0.014799
177	177	0.059197
177	178	0.014799
178	177	0.014799
178	178	0.059196
178	179	0.014799
179	178	0.014799
179	179	0.059197
179	180	0.014799
180	179	0.014799
180	180	0.059197
180	181	0.014799
181	180	0.014799
181	181	0.059197
181	182	0.014799
182	181	0.014799
182	182	0.059197
182	183	0.014799
183	182	0.014799
183	183	0.059197
183	184	0.014799
184	183	0.014799
184	184	0.059197
184	185	0.014799
185	184	0.014799
185	185	0.059197
185	186	0.014799
186	185	0.014799
186	186	0.059197
186	187	0.014799
187	186	0.014799
187	187	0.059197
187	188	0.014799
188	187	0.014799
188	188	0.059197
188	189	0.014799
189	188	0.014799
189	189	0.059197
189	190	0.014799
190	189	0.014799
190	190	0.059197
190	191	0.014799
191	190	0.014799
191	191	0.059197
191	192	0.014799
192	191	0.014799
192	192	0.059197
192	193	0.014799
193	192	0.014799
193	193	0.059197
193	194	0.014799
194	193	0.014799
194	194	0.059197
194	195	0.014799
195	194	0.014799
195	195	0.059197
195	196	0.014799
196	195	0.014799
196	196	0.059197
196	197	0.014799
197	196	0.014799
197	197	0.059197
197	198	0.014799
198	197	0.014799
198	198	0.059197
198	199	0.014799
199	198	0.014799
199	199	0.059197
199	200	0.014799
200	13	0.014799
200	199	0.014799
200	200	0.059197
201	13	0.020832
201	14	0.020835
201	201	0.083333
202	14	0.014787
202	202	0.059147
202	203	0.014787
203	202	0.014787
203	203	0.059146
203	204	0.014787
204	203	0.014787
204	204	0.059146
204	205	0.014787
205	204	0.014787
205	205	0.059146
205	206	0.014787
206	205	0.014787
206	206	0.059146
206	207	0.014787
207	206	0.014787
207	207	0.059147
207	208	0.014787
208	207	0.014787
208	208	0.059147
208	209	0.014787
209	208	0.014787
209	209	0.059147
209	210	0.014787
210	209	0.014787
210	210	0.059147
210	211	0.014787
211	210	0.014787
211	211	0.059147
211	212	0.014787
212	211	0.014787
212	212	0.059147
212	213	0.014787
213	212	0.014787
213	213	0.059147
213	214	0.014787
214	213	0.014787
214	214	0.059147
214	215	0.014787
215	214	0.014787
215	215	0.059147
215	216	0.014787
216	215	0.014787
216	216	0.059147
216	217	0.014787
217	216	0.014787
217	217	0.059147
217	218	0.014787
218	217	0.014787
218	218	0.059147
218	219	0.014787
219	218	0.014787
219	219	0.059147
219	220	0.014787
220	219	0.014787
220	220	0.059147
220	221	0.014787
221	220	0.014787
221	221	0.059147
221	222	0.014787
222	221	0.014787
