3	3	1.0003
3	39	-0.51281
3	102	-0.48751
4	4	1.0014
4	43	-0.47392
4	44	-0.52751
5	5	1.059
5	72	-0.7038
5	73	-0.35521
6	6	1.0594
6	73	-0.35485
6	74	-0.70452
19	19	1.0003
19	320	-0.51281
19	383	-0.48751
20	20	1.0014
20	324	-0.47392
20	325	-0.52751
21	21	1.059
21	353	-0.7038
21	354	-0.35521
22	22	1.0594
22	354	-0.35485
22	355	-0.70452
39	3	-0.51281
39	39	1.9384
39	40	-0.22958
39	102	-0.19935
39	669	-0.99669
40	39	-0.22958
40	40	2.3632
40	41	0.39132
40	669	-0.58186
40	673	-0.58537
40	674	-1.3577
41	40	0.39132
41	41	2.4653
41	42	0.15197
41	674	-1.6842
41	675	-0.071277
41	676	-0.1574
41	678	-1.0957
42	41	0.15197
42	42	2.2608
42	43	-0.28823
42	670	-0.6105
42	671	-0.22234
42	678	-1.2917
43	4	-0.47392
43	42	-0.28823
43	43	1.9332
43	44	-0.19586
43	670	-0.97517
44	4	-0.52751
44	43	-0.19586
44	44	1.9331
44	45	-0.23732
44	670	-0.97238
45	44	-0.23732
45	45	2.126
45	46	0.34713
45	670	-0.56294
45	671	-0.58641
45	672	-1.0865
46	45	0.34713
46	46	2.5288
46	47	-0.4849
46	672	-1.6704
46	675	-0.72064
47	46	-0.4849
47	47	1.9507
47	48	-0.34442
47	675	-0.11609
47	707	-1.0053
48	47	-0.34442
48	48	1.7672
48	49	-0.32842
48	705	-0.72403
48	707	-0.37033
49	48	-0.32842
49	49	1.7458
49	50	-0.32775
49	704	-0.65329
49	705	-0.43634
50	49	-0.32775
50	50	1.7448
50	51	-0.32775
50	704	-0.44153
50	706	-0.64773
51	50	-0.32775
51	51	1.7448
51	52	-0.32775
51	706	-0.44154
51	711	-0.64772
52	51	-0.32775
52	52	1.7448
52	53	-0.32778
52	711	-0.44136
52	717	-0.6479
53	52	-0.32778
53	53	1.7448
53	54	-0.32779
53	715	-0.64808
53	717	-0.44118
54	53	-0.32779
54	54	1.7449
54	55	-0.32781
54	715	-0.441
54	716	-0.64826
55	54	-0.32781
55	55	1.7449
55	56	-0.32783
55	712	-0.64843
55	716	-0.44083
56	55	-0.32783
56	56	1.7449
56	57	-0.32784
56	712	-0.44065
56	718	-0.64862
57	56	-0.32784
57	57	1.745
57	58	-0.32786
57	713	-0.64881
57	718	-0.44045
58	57	-0.32786
58	58	1.745
58	59	-0.32788
58	713	-0.44026
58	720	-0.649
59	58	-0.32788
59	59	1.745
59	60	-0.3279
59	720	-0.44008
59	721	-0.64918
60	59	-0.3279
60	60	1.7451
60	61	-0.32791
60	709	-0.64935
60	721	-0.43991
61	60	-0.32791
61	61	1.7451
61	62	-0.32792
61	709	-0.43974
61	723	-0.64952
62	61	-0.32792
62	62	1.7451
62	63	-0.32795
62	723	-0.43956
62	724	-0.6497
63	62	-0.32795
63	63	1.7452
63	64	-0.32797
63	724	-0.43938
63	725	-0.64988
64	63	-0.32797
64	64	1.7452
64	65	-0.32798
64	725	-0.43919
64	726	-0.65007
65	64	-0.32798
65	65	1.7452
65	66	-0.328
65	722	-0.65025
65	726	-0.43901
66	65	-0.328
66	66	1.7453
66	67	-0.32801
66	722	-0.43882
66	728	-0.65044
67	66	-0.32801
67	67	1.7453
67	68	-0.32804
67	719	-0.65063
67	728	-0.43863
68	67	-0.32804
68	68	1.7453
68	69	-0.32805
68	708	-0.6508
68	719	-0.43846
69	68	-0.32805
69	69	1.7454
69	70	-0.3281
69	708	-0.43834
69	714	-0.65087
70	69	-0.3281
70	70	1.745
70	71	-0.32961
70	714	-0.44048
70	727	-0.64679
71	70	-0.32961
71	71	1.7423
71	72	-0.35768
71	710	-0.5716
71	727	-0.48339
72	5	-0.7038
72	71	-0.35768
72	72	2.0374
72	73	-0.12059
72	710	-0.85528
73	5	-0.35521
73	6	-0.35485
73	72	-0.12059
73	73	1.715
73	74	-0.05337
73	679	-0.46491
73	710	-0.36608
74	6	-0.70452
74	73	-0.05337
74	74	2.12
74	75	-0.28698
74	679	-1.0752
75	74	-0.28698
75	75	1.7366
75	76	-0.32513
75	679	-0.50798
75	680	-0.61651
76	75	-0.32513
76	76	1.7447
76	77	-0.32852
76	680	-0.44168
76	684	-0.6494
77	76	-0.32852
77	77	1.7455
77	78	-0.32863
77	681	-0.65054
77	684	-0.4378
78	77	-0.32863
78	78	1.7455
78	79	-0.3286
78	681	-0.43785
78	682	-0.65038
79	78	-0.3286
79	79	1.7454
79	80	-0.32859
79	682	-0.43804
79	685	-0.6502
80	79	-0.32859
80	80	1.7454
80	81	-0.32857
80	683	-0.65002
80	685	-0.43822
81	80	-0.32857
81	81	1.7454
81	82	-0.32855
81	683	-0.4384
81	695	-0.64984
82	81	-0.32855
82	82	1.7453
82	83	-0.32854
82	695	-0.43857
82	696	-0.64967
83	82	-0.32854
83	83	1.7453
83	84	-0.32852
83	686	-0.64949
83	696	-0.43876
84	83	-0.32852
84	84	1.7453
84	85	-0.3285
84	686	-0.43895
84	697	-0.6493
85	84	-0.3285
85	85	1.7452
85	86	-0.32848
85	697	-0.43914
85	702	-0.64911
86	85	-0.32848
86	86	1.7452
86	87	-0.32846
86	687	-0.64892
86	702	-0.43932
87	86	-0.32846
87	87	1.7452
87	88	-0.32845
87	687	-0.4395
87	698	-0.64874
88	87	-0.32845
88	88	1.7451
88	89	-0.32843
88	698	-0.43968
88	699	-0.64856
89	88	-0.32843
89	89	1.7451
89	90	-0.32841
89	699	-0.43986
89	700	-0.64838
90	89	-0.32841
90	90	1.745
90	91	-0.32839
90	690	-0.6482
90	700	-0.44004
91	90	-0.32839
91	91	1.745
91	92	-0.32838
91	689	-0.64801
91	690	-0.44023
92	91	-0.32838
92	92	1.745
92	93	-0.32836
92	689	-0.44041
92	703	-0.64783
93	92	-0.32836
93	93	1.7449
93	94	-0.32834
93	688	-0.64765
93	703	-0.4406
94	93	-0.32834
94	94	1.7449
94	95	-0.32833
94	688	-0.44077
94	691	-0.64747
95	94	-0.32833
95	95	1.7449
95	96	-0.32831
95	691	-0.44095
95	694	-0.64729
96	95	-0.32831
96	96	1.7448
96	97	-0.3283
96	694	-0.4412
96	701	-0.64703
97	96	-0.3283
97	97	1.7444
97	98	-0.32806
97	692	-0.64432
97	701	-0.4437
98	97	-0.32806
98	98	1.7397
98	99	-0.32576
98	692	-0.48681
98	693	-0.59906
99	98	-0.32576
99	99	1.9223
99	100	-0.50799
99	676	-0.23633
99	693	-0.85224
100	99	-0.50799
100	100	2.1028
100	101	0.077893
100	676	-0.5986
100	677	-1.0741
101	100	0.077893
101	101	2.0106
101	102	-0.29528
101	669	-0.61911
101	673	-0.22511
101	677	-0.94903
102	3	-0.48751
102	39	-0.19935
102	101	-0.29528
102	102	1.9228
102	669	-0.94068
320	19	-0.51281
320	320	1.9384
320	321	-0.22914
320	383	-0.19957
320	1081	-0.9969
321	320	-0.22914
321	321	2.3664
321	322	0.40227
321	1081	-0.582
321	1085	-0.60372
321	1086	-1.3538
322	321	0.40227
322	322	2.423
322	323	0.07285
322	1086	-1.6378
322	1088	-0.1336
322	1090	-1.1267
323	322	0.07285
323	323	2.0665
323	324	-0.29262
323	1082	-0.66439
323	1083	-0.36712
